question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
log(base b)(ac)는 어떻게 쓸 수 있나요?,How can you write log(base b)(ac)?,log(base b)a + log(base b)c,log(base b)a + log(base b)c,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
log(base b)(a/c)를 어떻게 쓸 수 있나요?,How can you write log(base b)(a/c)?,log(base b)a - log(base b)c,log(base b)a - log(base b)c,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
다른 방법으로 log(base b)(a^c)를 쓸 수 있나요?,How else can you write log(base b)(a^c)?,c * log(base b)a,c * log(base b)a,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
log(base b)a를 다른 베이스로 어떻게 표현할 수 있나요?,How you can express log(base b)a as another base?,log(base d)a / log(base d)b,log(base d)a / log(base d)b,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
Why is log(base2)(2^n) == n?,Why is log(base2)(2^n) == n?,log(base2)(2^n) = n * log(base 2)2 = n * 1 = n,log(base2)(2^n) = n * log(base 2)2 = n * 1 = n,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
산술 급수란 무엇인가요? 1 + 2 + 3 + 4 + ... (n - 1) + n?,What is the arithmetic series: 1 + 2 + 3 + 4 + ... (n - 1) + n?,(n(n+1)) / 2,(n(n+1)) / 2,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
x!= 1: 1 + x + x^2 + x^3 + ... x^n일 때 기하급수의 값은 얼마입니까?,What is the value of the geometric (exponential) series when x != 1: 1 + x + x^2 + x^3 + ... x^n ?,(x^(n + 1) - 1) / (x - 1),(x^(n + 1) - 1) / (x - 1),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
이 급수가 무한이고 x < 1일 때의 합은 얼마인가요? 1 + x + x^2 + x^3 + ... x^n?,What is the sum of this series when it's infinite and x < 1? 1 + x + x^2 + x^3 + ... x^n ?,1 / (1 - x),1 / (1 - x),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
n번째 조화수에 대한 조화급수의 합은 얼마입니까? 1 + 1/2 + 1/3 + 1/4 .... + 1/n,What is the sum of the harmonic series for the nth harmonic number: 1 + 1/2 + 1/3 + 1/4 .. + 1/n,"닫힌 형식은 없고, 좋은 근사치만 있습니다:

≈ 0.57721
오일러-마스케로니 상수.","No closed form, only good approximations:

≈ 0.57721
the Euler-Mascheroni constant.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
n비트로 표현할 수 있는 최대 부호 없는 정수는 얼마인가요?,What is the maximum unsigned integer you can represent with n bits?,2^n - 1,2^n - 1,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"x개의 노드가 있는 완전히 균형 잡힌 이진 트리가 주어졌을 때, 노드에서 트리의 높이는 얼마인가요?","Given a fully balanced binary tree with x nodes, what is the height of the tree in nodes?",log(base2) x + 1,log(base2) x + 1,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"x개의 노드가 있는 완전히 균형 잡힌 k-진 트리가 주어졌을 때, 노드에서 트리의 높이는 얼마인가요?","Given a fully balanced k-ary tree with x nodes, what is the height of the tree in nodes?",log(basek) x + 1,log(basek) x + 1,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
높이가 h인 이진 트리는 최대 몇 개의 노드를 포함할 수 있나요?,A binary tree with height h can contain at most how many nodes?,2^(h+1) − 1 nodes,2^(h+1) − 1 nodes,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
높이가 h인 k-ary 트리의 경우 최대 잎 수에 대한 상한은 다음과 같습니다:,"For a k-ary tree with height h, the upper bound for the maximum number of leaves is:",k^h,k^h,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
다이크스트라의 최단 경로 알고리즘의 복잡성은 무엇인가요?,What is the complexity of Dijkstra's shortest-path algorithm?,"O(e 로그 v), 여기서 e는 간선의 수입니다. 
각 가장자리를 스캔하고 힙의 값을 가져와 업데이트해야 합니다.","O(e log v), where e is the number of edges. 
It must scan each edge, and gets and updates values on the heap.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
무방향 그래프에 인접 행렬을 사용하는 것의 단점은 무엇인가요?,What is a drawback of using an adjacency matrix for an undirected graph?,행렬의 항목 중 절반이 중복됩니다.,Half of the entries in the matrix are duplicates.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인접 목록을 저장하는 데 필요한 메모리는 무엇인가요?,What is the memory needed to store an adjacency list?,세타( |V| + |E| ),Theta( |V| + |E| ),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인접 행렬을 저장하는 데 필요한 메모리는 무엇인가요?,What is the memory needed to store an adjacency matrix?,세타(|V|^2),Theta(|V|^2),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
링크된 목록으로 대기열을 어떻게 구현하시겠습니까?,How would you implement a queue with a linked list?,꼬리 포인터를 사용합니다. 꼬리에서 새 항목을 밀고 머리에서 항목을 터뜨립니다. 두 작업 모두 일정한 시간 동안 진행됩니다.,"Use a tail pointer. Push new items at the tail, pop items at the head. Both operations are constant-time.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
링크된 목록이 있는 스택을 어떻게 구현하시겠습니까?,How would you implement a stack with a linked list?,머리에 물건을 밀고 터뜨립니다. 두 작업 모두 일정한 시간 동안 진행됩니다.,Push and pop items at the head. Both operations are constant-time.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
사전 주문 트래버스가 트리에 제공하는 노드와 잎의 선호도는 무엇인가요?,What preference of nodes vs leaves does preorder traversal give on a tree?,"노드가 먼저 있고, 나중에 떠납니다.","Nodes first, leaves later.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
포스트오더 트래버스가 트리에 주는 노드와 잎의 선호도는 무엇인가요?,What preference of nodes vs leaves does postorder traversal give on a tree?,"먼저 떠나고, 내부 노드는 나중에 떠납니다.","Leaves first, internal nodes later.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
DFS에서 재귀 알고리즘을 상호작용 알고리즘으로 변환하는 데 무엇을 사용할 수 있나요?,What could you use in DFS to turn a recursive algorithm into an interative one?,스택.,A stack.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
BFS에서 방문할 노드를 추적하려면 무엇을 사용하나요?,What do you use to keep track of nodes to visit in BFS?,대기열.,A queue.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
스택을 사용하여 방문하지 않은 노드를 추적하면 어떤 종류의 탐색이 가능할까요?,Using a stack to keep track of unvisited nodes gives what kind of traversal?,DFS,DFS,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
방문하지 않은 노드를 추적하기 위해 대기열을 사용하면 어떤 종류의 이동 경로가 제공되나요?,Using a queue to keep track of unvisited nodes gives what kind of traversal?,BFS,BFS,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
n개의 정점으로 이루어진 고도로 연결된 그래프에서 사이클은 몇 개일 수 있나요?,"In a highly connected graph of n vertices, how many cycles can there be?","(n - 1)! - 역추적을 사용하여 열거하는 것은 가능하지만, 많을 것입니다.","(n - 1)! - enumerating is possible (using backtracking), but there will be a lot.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
그래프가 이분형인 경우 무엇을 사용하여 찾을 수 있나요?,What can use to find if a graph is bipartite?,BFS. 두 가지 색상만 사용합니다. 새 정점을 만나면 색상이 없는 경우 부모 정점의 반대 색상을 지정합니다. 이미 동일한 색상으로 표시되어 있다면 그래프는 이분법적이지 않습니다.,"BFS. Using only 2 colors. When you encounter a new vertex, if it has no color, give it the opposite color of its parent vertex. If it is already colored the same, the graph is not bipartite.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
그래프에서 주기를 어떻게 찾을 수 있나요?,How can you find a cycle in a graph?,DFS. 이전에 발견된 정점(이전에 발견된 정점)에 연결된 간선을 발견하면 주기가 생깁니다.,"DFS. If you discover an edge that connects to an ancestor (previously discovered vertex), you have a cycle.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
관절 정점이란 무엇인가요?,What is an articulation vertex?,삭제가 그래프를 분리하는 그래프의 정점입니다.,A vertex of a graph whose deletion disconnects the graph.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
관절 정점을 어떻게 찾을 수 있나요?,How can you find an articulation vertex?,"DFS를 여러 번 반복합니다. 각 엣지를 하나씩 제거하고, 각 엣지마다 DFS를 수행하여 1개 이상의 연결된 구성 요소가 있는지 확인합니다. 노드를 제거한 다음 DFS를 사용하여 m - 1개 미만의 엣지를 발견하면, 아티큘레이션 버텍스를 삭제한 것입니다. O(n(n+m))

DFS를 수행하고 부모를 추적하며 조상과 연결되는 백 엣지에 도달하면 메모를 작성하면 조금 더 많은 부기를 통해 O(n+m) 시간 내에 더 빠른 방법을 사용할 수 있습니다.","DFS multiple times. Remove each edge one at a time, doing a DFS after each, so see if you end up with > 1 connected components. If you remove a node and then DFS and find you have fewer than m - 1 edges, you've deleted an articulation vertex. O(n(n+m))

A faster way, with a little more bookkeeping, can be done in O(n+m) time, if you do DFS and keep track of parents and make a note when you reach a back edge, which connects to an ancestor.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"더 큰 서열에서 항목 A가 B 앞에 나타나야 하는 많은 서열 쌍이 주어졌을 때, DNA 단편 어셈블리의 오류를 어떻게 식별할 수 있을까요?","How could you identify errors in a DNA fragment assembly given many pairs of sequences, where item A must appear before B in the larger sequence?",모든 좌우 제약 조건을 나타내는 DAG를 구축합니다. 모든 토폴로지 유형의 DAG는 일관된 순서입니다. 주기가 있는 경우 오류가 있어야 합니다.,"Build a DAG representing all the left-right constraints. Any topological sort of the DAG is a consistent ordering. If there are cycles, there must be errors.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
BFS는 그래프에서 어떤 경로를 찾나요?,What path does BFS find in a graph?,시작부터 모든 노드까지의 최단 경로 트리(가중치 없음),The shortest path tree from start to all nodes (unweighted),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
"그래프 G(V, E)의 간선 수에 대한 상한은 얼마인가요?","What's the upper bound on the number of edges in a graph G(V, E)?",|V|^2,|V|^2,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
파이썬에서 100개의 원소로 구성된 x라는 목록을 초기화합니다.,"In Python, initialize a list of lists called x with 100 elements.",x = [[] for _ in range(100)],x = [[] for _ in range(100)],2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
최단 경로에 대해 알려주는 최적의 하부 구조 속성은 무엇인가요?,What is the optimal substructure property tell us about shortest paths?,가장 짧은 경로의 하위 경로도 가장 짧은 경로입니다.,That a subpath of a shortest path is also a shortest path.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
던더 방식이란 무엇인가요?,What is a Dunder method?,"파이썬의 마법 방법, 예를 들어 __getitem__ 및 __len__.","A magic method in Python, such as __getitem__ and __len__.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
1에서 2^n까지의 숫자의 합은 무엇인가요?,What is the sum of numbers from 1 to 2^n?,"2^(n+1) - 1
일련의 거듭제곱의 합은 대략 그 수열의 다음 값과 같습니다.","2^(n+1) - 1
The sum of a sequence of powers is roughly equal to the next value in the sequence.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
n개의 고유 문자 문자열을 몇 가지 방법으로 재배열할 수 있나요?,How many ways can you rearrange a string of n unique characters?,"n!
순열.","n!
Permutations.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
n개의 고유 문자 중 k개의 문자를 배열하는 방법은 몇 가지가 있나요?,How many ways can you arrange k characters from n unique characters?,"n! / (n - k)!
크기 k의 n개 원소의 순열.","n! / (n - k)!
Permutation of n elements of size k.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
n개의 고유 문자에 크기 k의 하위 집합(순서는 상관없습니다)이 몇 개 있나요?,How many subsets (ordering doesn't matter) of size k are there in n unique characters?,"n! / k!(n - k)!
이것은 n 선택 k입니다.","n! / k!(n - k)!
This is n choose k.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
재귀 시 기본 케이스에서 피해야 할 것은 무엇인가요?,What should you avoid in your base case in recursion?,"Too many base case scenarios. Just have one base case so you can return as quickly as possible. Avoid ""arm's length"" recursion.","Too many base case scenarios. Just have one base case so you can return as quickly as possible. Avoid ""arm's length"" recursion.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
그래프의 대역폭은 얼마인가요?,What is the bandwidth of a graph?,가장 짧은 간선을 제공하는 순열에서 가장 긴 변입니다.,The longest edge in the permutation that gives you the shortest edges.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
동적 프로그래밍에 대해 이야기할 때 실현 가능성이란 무엇인가요?,"When talking dynamic programming, what is feasibility?",알고리즘이 해결책에 도달하기 위해 준수해야 하는 규칙.,The rules the algorithm must adhere to in reaching its solution.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
